"id","category","question","answer1","answer2","response1","response2","responses","stat","source","url","created","updated"
"i4uk1ad9v5","environmental","Have you ever heard of the chemical element cadmium?","Yes","No",0,0,0,"One of the more common and dangerous pollutants in the environment is cadmium, which kills human fetal sex organ cells. Its widespread presence means it is in almost everything we eat and drink.","Huffington Post","http://facts.randomhistory.com/pollution-facts.html","2016-07-14T01:37:41.282Z","2016-07-14T01:37:41.282Z"
"i5p9ntfk26","healthandsafety","Do you think marijuana use is more or less dangerous than alcohol use?","more","less",0,0,0,"A lethal dose of alcohol is just ten times its effective dose. Cocaine is lethal at 15 times the effective dose, and marijuana's lethal dose is estimated to be 1000 times the effective dose.","","","2016-07-14T00:46:36.114Z","2016-07-14T00:46:36.114Z"
"i693bckw6j","ethical","Should governments be allowed to torture confirmed terrorists to obtain information about terror plots and/or terror networks?","Yes","No",0,0,0,"A BBC poll showed that 29% of the population in Britain think that governments should be allowed to use some degree of torture in certain cases.","BBC","http://www.bbc.co.uk/ethics/torture/ethics/tickingbomb_1.shtml","2016-07-14T00:46:22.362Z","2016-07-14T00:46:22.362Z"
"i9s1kvdwoh","environmental","Do you drive your car places that you could easily walk to?","Yes","No",0,0,0,"","","","2016-07-14T01:37:44.445Z","2016-07-14T01:37:44.445Z"
"iau1tx31lx","environmental","Do you mind spending more money on energy efficient light bulbs for your home?","Yes","No",0,0,0,"Lighting currently accounts for about 20% of U.S. electricity consumption.","Sherwin, Elton B. 2010. Addiction to Energy: A Venture Capitalistäó»s Perspective on How to Save Our Economy and Our Climate.","http://facts.randomhistory.com/energy-facts.html","2016-07-14T01:37:42.924Z","2016-07-14T01:37:42.924Z"
"iawuvwvm19","recreational","Do you think still think men should always pick up the check?","Yes","No",0,0,0,"","","","2016-07-14T00:46:41.958Z","2016-07-14T00:46:41.958Z"
"ibr7k4ediy","ethical","Have you ever had sex with a person to make another person jealous?","Yes","No",0,0,0,"","","","2016-07-14T01:37:50.273Z","2016-07-14T01:37:50.273Z"
"ic1chrsnxc","environmental","Are you scared about dying in an earthquake?","Yes","No",0,0,0,"","","","2016-07-14T00:46:17.701Z","2016-07-14T00:46:17.701Z"
"icga7daj97","recreational","Do you prefer to hike in the afternoon?","afternoon","other time",0,1,1,"","","","2016-07-14T01:38:06.559Z","2016-07-14T01:38:06.559Z"
"icidyu5nqx","socialandpolitical","Does your vote matter in the big scheme of the election?","Yes","No",0,0,0,"","","","2016-07-14T01:38:12.273Z","2016-07-14T01:38:12.273Z"
"ieusq1ihk0","environmental","Do you recycle?","Yes","No",0,0,0,"","","","2016-07-14T00:46:16.970Z","2016-07-14T00:46:16.970Z"
"ig6qcxncwu","ethical","Would you ever steal to keep you family from starving?","Yes","No",0,0,0,"","","","2016-07-14T00:46:24.240Z","2016-07-14T00:46:24.240Z"
"igae6356ge","recreational","Do you use tabacco products other than cigarettes?","Yes","No",0,0,0,"","","","2016-07-14T01:38:05.005Z","2016-07-14T01:38:05.005Z"
"ihm20g5rac","ethical","Do you think men are more likely to cheat on their significant other in the summer?","Yes","No",0,1,1,"Studies show that men are more likely to cheat during the summer months.","Cosmopolitan","http://www.cosmopolitan.com/sex-love/advice/a2950/why-guys-cheat-in-the-summer-0808/","2016-07-14T00:46:18.885Z","2016-07-14T00:46:18.885Z"
"ij2b3xtt5q","healthandsafety","Do you fear being struck by lightning?","Yes","No",0,0,0,"The odds of becoming a lightning victim in the U.S. in any one year is 1 in 700,000. The odds of being struck in your lifetime is 1 in 3,000.","","","2016-07-14T00:46:31.777Z","2016-07-14T00:46:31.777Z"
"ij71a3ffkn","financial","Do you think entrepreneurship typically runs in the family?","Yes","No",0,0,0,"According to a report titled äóěThe Anatomy of an Entrepreneuräóť by the Kauffman Foundation for Entrepreneurship, entrepreneurship doesnäó»t always run in the family. More than half (51.9 percent) of respondents were the first in their families to launch a business.","OnStartups.com","http://onstartups.com/tabid/3339/bid/10561/12-Facts-About-Entrepreneurs-That-Will-Likely-Surprise-You.aspx","2016-07-14T01:37:54.615Z","2016-07-14T01:37:54.615Z"
"ijncptata9","socialandpolitical","Do you assoicate Republicans with rich white men?","Yes","No",0,0,0,"","","","2016-07-14T01:38:08.171Z","2016-07-14T01:38:08.171Z"
"ijx9nbflg9","ethical","Have you ever been attracted to a brother-in-law or sister-in-law?","Yes","No",0,0,0,"According to the Journal of Marital and Family Therapy, 17% of men and women admit to infidelity with a brother-in-law or sister-in-law","American Association for Marriage and Family Therapy","http://www.statisticbrain.com/infidelity-statistics/","2016-07-14T01:37:46.755Z","2016-07-14T01:37:46.755Z"
"ik3v7ktj5c","environmental","Do you think we are doing enough to harness the sun's energy?","Yes","No",0,0,0,"Enough sunlight reaches the earthäó»s surface each minute to satisfy the worldäó»s energy demandsäóîfor an entire year.","Morris, Neil. 2010. The Energy Mix.","http://facts.randomhistory.com/energy-facts.html","2016-07-14T01:37:42.373Z","2016-07-14T01:37:42.373Z"
"ik9m8opr97","environmental","At current production levels, do you think there is enough coal to last another 50 years?","Yes","No",0,0,0,"The World Coal Institute says that, at current production levels, proven coal reserves are estimated to last 147 years. That means no more coal after 2155.","Morris, Neil. 2010. Fossil Fuels.","http://facts.randomhistory.com/energy-facts.html","2016-07-14T00:46:15.855Z","2016-07-14T00:46:15.855Z"
"ikyptvjkwm","healthandsafety","Do you believe using mobile technology for work makes your life more or less stressful?","Yes","No",0,0,0,"According to a 2014 Gallup-Healthways Well-Being Index survey, U.S. workers who email for work and who spend more hours working remotely outside of normal working hours are more likely to experience a substantial amount of stress on any given day than workers who do not exhibit these behaviors.","","","2016-07-14T00:46:33.566Z","2016-07-14T00:46:33.566Z"
"inrgv8ct9j","financial","Do you think homeownership is on the rise?","Yes","No",0,0,0,"U.S. homeownership was down for the 11th consecutive year in 2015 äóî from a peak of 69% in 2004 to 63.7% in 2015, the lowest level since 1994.","NerdWallet","https://www.nerdwallet.com/blog/mortgages/millennials-and-homebuying/?trk=nw_hp4_bv_indexpgtitle","2016-07-14T00:46:26.804Z","2016-07-14T00:46:26.804Z"
"io2ej1indr","financial","Do you wish you could make more money on the side, in addition to your day job?","Yes","No",0,0,0,"","","","2016-07-14T01:37:56.469Z","2016-07-14T01:37:56.469Z"
"iq8x98db71","recreational","Do you mountain climb?","Yes","No",0,0,0,"","","","2016-07-14T01:38:07.235Z","2016-07-14T01:38:07.235Z"
"iqu2jfcubi","environmental","There are more than 100 nuclear power reactors in the world.","TRUE","FALSE",0,0,0,"Globally, there are over 430 commercial nuclear power reactors in 31 countries.","World Nuclear Association","http://facts.randomhistory.com/nuclear-energy-facts.html","2016-07-14T01:37:43.117Z","2016-07-14T01:37:43.117Z"
"irdmcpjxo8","socialandpolitical","Do you think Bernie Sanders should have been the Democratic nominee over Hillary Clinton?","Yes","No",0,0,0,"","","","2016-07-14T00:46:47.527Z","2016-07-14T00:46:47.527Z"
"itnh5q1psa","environmental","Are you scared about dying in an earthquake?","Yes","No",0,0,0,"","","","2016-07-14T01:37:45.085Z","2016-07-14T01:37:45.085Z"
"iu68tfyxgi","financial","Do you expect to pay off your house by the time you retire?","Yes","No",0,0,0,"21 Percent of Americans aged 75+ are carrying mortgage debt into retirement.","USA Today","http://www.frugalrules.com/scary-money-statistics-change/","2016-07-14T01:37:53.013Z","2016-07-14T01:37:53.013Z"
"iwjofwndt5","environmental","Deforestation at current rates results in the equivalent of losing about 48 football fields every minute.","TRUE","FALSE",0,1,1,"World Wildlife Fund (WWF) states that some 46-58 thousand square miles of forest are lost each yearäóîequivalent to 48 football fields every minute.","World Wildlife Fund","http://www.worldwildlife.org/threats/deforestation","2016-07-14T00:46:16.811Z","2016-07-14T00:46:16.811Z"
"j0odbc520h","healthandsafety","Do you think people take greater risks with alcohol consumption when they are out on the lake?","Yes","No",0,1,1,"About 33% of guys admit to drinking on their most recent ""aquatic activity day,"" with the 16-25 year old portion averaging over 8 drinks.","","","2016-07-14T00:46:36.626Z","2016-07-14T00:46:36.626Z"
"j10mkdkuse","financial","Is it possible to live on a dollar a day?","Yes","No",0,0,0,"In the country of Mali, 72.8% of the population live on less than a dollar a day","","","2016-07-14T00:46:25.288Z","2016-07-14T00:46:25.288Z"
"j3acpgvs8e","environmental","Hurricanes have become more destructive in recent years.","TRUE","FALSE",0,0,0,"Five of the 10 most costly hurricanes in the U.S. have occurred since 1990, The years 2000-2009 have seen the most Category 5 hurricanes, with eight.","Hojem, Benjamin. 2010. Hurricanes: Weathering the Storm","http://facts.randomhistory.com/hurricane-facts.html","2016-07-14T00:46:16.238Z","2016-07-14T00:46:16.238Z"
"j54q2s87tn","healthandsafety","How you gotten a tetanus shot in the last 10 years?","Yes","No",0,0,0,"According to the CDC, 36% of people age 19-49 have gone 10 years or longer since their last tetanus shot.","","","2016-07-14T01:38:00.622Z","2016-07-14T01:38:00.622Z"
"j6xq5mptmo","environmental","Do you think äóěslash-and-burnäóť farming, the agricultural practice of cutting and burning forests to create fields, is bad for the environment?","Yes","No",0,0,0,"A multi-year study of Hin Lad Nai and neighboring Karen villages in northern Thailand found that the area where äóěslash-and-burnäóť (also known as shifting cultivation) is practiced absorbs significantly more carbon than it releases each year.","National Geographic","http://news.nationalgeographic.com/2016/03/160303-thailand-farmers-slash-and-burn-forests-climate-environment/","2016-07-14T01:37:44.118Z","2016-07-14T01:37:44.118Z"
"j70xkw8mmd","environmental","In terms of air quality, do you think the U.S. has any cities in the top 100 most polluted cities in the world?","Yes","No",0,0,0,"The World Health Organization's list of the most polluted cities in the world by particulate matter concentration ranks Fresno, CA as the most polluted city in the U.S., 160th on the list of the most polluted cities in the world.","World Health Organization (WHO)","https://en.wikipedia.org/wiki/List_of_most_polluted_cities_in_the_world_by_particulate_matter_concentration","2016-07-14T01:37:40.976Z","2016-07-14T01:37:40.976Z"
"ja5t9pcrqs","healthandsafety","Do you worry about gun control?","Yes","No",0,0,0,"More people are killed in the U.S. by firearms every year than have been lost in both the Iraq and Afghanistan wars since they started.","","","2016-07-14T01:38:00.366Z","2016-07-14T01:38:00.366Z"
"jaivjuk63p","financial","Do you think NHL players should make less money?","Yes","No",0,0,0,"","","","2016-07-14T00:46:28.556Z","2016-07-14T00:46:28.556Z"
"jclybmtlkk","socialandpolitical","Do you believe welfare is something we should put our tax money towards?","Yes","No",1,2,3,"","","","2016-07-14T00:46:46.682Z","2016-07-14T00:46:46.682Z"
"jdq3sid3b7","ethical","Who do you think is more likely to cheat on their partner, men or women?","Men","Women",0,0,0,"According to the Journal of Marital and Family Therapy, 22% of married men have strayed at least once during their married lives, compared to 14% of married women.","American Association for Marriage and Family Therapy","http://www.statisticbrain.com/infidelity-statistics/","2016-07-14T01:37:46.614Z","2016-07-14T01:37:46.614Z"
"je1t6hmqv5","socialandpolitical","Do you believe the cattle population in Texas is more or less than the population of people?","More","Less",0,0,0,"","","","2016-07-14T01:38:07.662Z","2016-07-14T01:38:07.662Z"
"jf3xwbbena","recreational","Do you like to play soccer for fun?","Yes","No",0,0,0,"","","","2016-07-14T00:46:40.170Z","2016-07-14T00:46:40.170Z"
"jfglol30v8","financial","Do you think white women make more money than Indian women?","Yes","No",0,0,0,"","","","2016-07-14T00:46:29.246Z","2016-07-14T00:46:29.246Z"
"jfqj3ubymq","ethical","Do you think flirting with your significant other's sibling is wrong?","Yes","No",0,0,0,"","","","2016-07-14T01:37:49.829Z","2016-07-14T01:37:49.829Z"
"jgiymbs3a3","ethical","If you witnessed someone looking at inappropriate content online at work, would you report it?","Yes","No",0,0,0,"According to the National Business Ethics Survey (NBES) published by the nonprofit Ethics Resource Center (ERC) in Washington, D.C., only 43% of employees who witnessed violations of company Internet use policies reported it","Ethics Resource Center (ERC)","http://www.accountingweb.com/aa/law-and-enforcement/new-survey-of-workplace-ethics-shows-surprising-results","2016-07-14T00:46:21.870Z","2016-07-14T00:46:21.870Z"
"jhv5e7kami","environmental","Do you hunt wild boar?","Yes","No",0,0,0,"","","","2016-07-14T01:37:45.553Z","2016-07-14T01:37:45.553Z"
"jixfo2v6d2","socialandpolitical","Is aquiring personal wealth more important than having a healthy lifestyle?","Yes","No",0,0,0,"","","","2016-07-14T00:46:45.220Z","2016-07-14T00:46:45.220Z"
"jj6eo2ravr","recreational","Would you ever have a pet snake?","Yes","No",0,0,0,"","","","2016-07-14T01:38:06.260Z","2016-07-14T01:38:06.260Z"
"jj8gayk1sy","financial","Do you believe Americans are starting their own businesses more today than they did five years ago?","Yes","No",0,0,0,"Americans started 27 percent fewer businesses in 2011 than they did five years earlier, according to data from the Census Bureau. As a share of all companies, startups have been declining for more than 30 years.","U.S. Census Bureau","","2016-07-14T01:37:52.061Z","2016-07-14T01:37:52.061Z"
"jlj2du6oks","socialandpolitical","Do you think the USA is still the worlds protector?","Yes","No",0,1,1,"","","","2016-07-14T00:46:49.158Z","2016-07-14T00:46:49.158Z"
"jm8nbv3s0u","environmental","Do you see a difference in weather intensity from year to year?","Yes","No",0,0,0,"","","","2016-07-14T00:46:18.277Z","2016-07-14T00:46:18.277Z"
"jr9q4vodjl","ethical","Is it ethically acceptable to torture someone to find out where a bomb is and thus save thousands of lives?","Yes","No",0,0,0,"A BBC World Service poll showed that 59% of the world's citizens say torture can never be justified; they are unwilling to compromise on the protection of human rights.","BBC","http://www.bbc.co.uk/ethics/torture/ethics/tickingbomb_1.shtml","2016-07-14T01:37:49.118Z","2016-07-14T01:37:49.118Z"
"js0vr3e1aq","healthandsafety","Do you consider marijuana a deadly drug?","Yes","No",0,0,0,"A 2014 French study determined that out of nearly 2,000 reports of serious weed abuse, only 9 people died.","","","2016-07-14T00:46:36.165Z","2016-07-14T00:46:36.165Z"
"js8lfawlhp","socialandpolitical","Do you know what a super delegate is?","Yes","No",0,0,0,"","","","2016-07-14T01:38:10.058Z","2016-07-14T01:38:10.058Z"
"jt7b8d2vpa","healthandsafety","Do you think Americans walk more than Japanese?","Yes","No",0,0,0,"Japanese people average 7,321 steps daily, while American average 5,340.","","","2016-07-14T01:38:00.970Z","2016-07-14T01:38:00.970Z"
"jyf13dwp4b","healthandsafety","Do you smoke more than once a month?","Yes","No",0,0,0,"","","","2016-07-14T01:37:57.213Z","2016-07-14T01:37:57.213Z"
"jyjiw2psd6","recreational","Do you like to wrestle for fun?","Yes","No",1,0,1,"","","","2016-07-14T00:46:40.800Z","2016-07-14T00:46:40.800Z"
"k047qwjne3","ethical","Is it okay for a woman to flirt with a police officer to get out of a speeding ticket?","Yes","No",0,0,0,"According to a Harris Poll, 7% of U.S. adults admit to having lied to get out of a speeding ticket.","Harris Poll","http://isp.netscape.com/whatsnew/package.jsp?name=fte/2commonlies/2commonlies","2016-07-14T01:37:48.175Z","2016-07-14T01:37:48.175Z"
"k0f66eb9px","ethical","Is it okay to introduce non-human DNA in our genome?","Yes","No",0,0,0,"Scientists endow lab animals with bits of human DNA all the time, but the opposite most assuredly doesnäó»t happen. And in fact, itäó»s illegal virtually everywhere. Some worry about the creation of chimeras äóî creatures that are part-human and part-something-else.","io9. Gizmodo","http://io9.gizmodo.com/these-unresolved-ethical-questions-are-about-to-get-rea-512883836","2016-07-14T00:46:22.018Z","2016-07-14T00:46:22.018Z"
"k1wu4etdrw","financial","Do you have more than $25,000 in retirement savings?","Yes","No",0,1,1,"According to Healthways.com, 55% of Americans have less than $25,000 in retirement savings and 45% of these are over the age of 55.","Healthways.com","","2016-07-14T00:46:24.390Z","2016-07-14T00:46:24.390Z"
"k2y0fs6ei7","recreational","Do you date people for sport?","Yes","No",0,0,0,"","","","2016-07-14T00:46:39.630Z","2016-07-14T00:46:39.630Z"
"k35wfxsyws","environmental","Do you think the United States is among the top 10 countries generating ocean garbage?","Yes","No",0,0,0,"Of the countries generating the greatest amount of ocean-bound trash, China is first. The United States is 20th.","National Geographic","http://news.nationalgeographic.com/news/2015/02/150212-ocean-debris-plastic-garbage-patches-science/","2016-07-14T00:46:13.370Z","2016-07-14T00:46:13.370Z"
"k5ue0sk1jw","socialandpolitical","Could you date a person who was homeless and jobless?","Yes","No",0,0,0,"","","","2016-07-14T00:46:45.435Z","2016-07-14T00:46:45.435Z"
"k8b68su1in","financial","If you had an emergency cost of $400 right now, would you be bale to cover it?","Yes","No",0,0,0,"52 percent of Americans would not be able to cover an emergency of $400. The Federal Reserve reports a majority of people polled would need to sell something or borrow funds to cover an emergency amounting to $400.","Frugal Rules","http://www.frugalrules.com/scary-money-statistics-change/","2016-07-14T00:46:25.665Z","2016-07-14T00:46:25.665Z"
"k8bkrey8s5","financial","Would you consider yourself above or below the median income in your city?","Yes","No",0,0,0,"","","","2016-07-14T00:46:24.840Z","2016-07-14T00:46:24.840Z"
"k8nnamug8t","recreational","Do you like cats?","Yes","No",0,0,0,"","","","2016-07-14T01:38:06.166Z","2016-07-14T01:38:06.166Z"
"ka17oqdfp6","financial","Do you think American men make more money than European men?","Yes","No",0,0,0,"","","","2016-07-14T00:46:29.077Z","2016-07-14T00:46:29.077Z"
"kbfw0f4bsq","environmental","Do you think the U.S. does a good job of cleaning up hazerdous waste?","Yes","No",0,0,0,"The EPA states there are at least 36,000 seriously contaminated sites in the U.S.","Blacksmith Institute","http://facts.randomhistory.com/pollution-facts.html","2016-07-14T00:46:14.506Z","2016-07-14T00:46:14.506Z"
"kbiqhqsrlb","ethical","Is the quality of sex the most important factor to you in a relationship?","Yes","No",0,0,0,"","","","2016-07-14T00:46:24.009Z","2016-07-14T00:46:24.009Z"
"kcmdes9aak","healthandsafety","Do you think it's important to take swimming lessons?","Yes","No",0,0,0,"A Boston University survey found that even though 93% of men claim to know how to swim, only 53% had actually taken swimming lessons.","","","2016-07-14T00:46:36.572Z","2016-07-14T00:46:36.572Z"
"kd1vxd25wl","recreational","Do you have a local bar you frequent?","Yes","No",0,0,0,"","","","2016-07-14T01:38:04.819Z","2016-07-14T01:38:04.819Z"
"kd5wo25mcu","recreational","Do you prefer to hike in the afternoon?","afternoon","other time",0,0,0,"","","","2016-07-14T00:46:42.555Z","2016-07-14T00:46:42.555Z"
"kd8uyvj7nm","socialandpolitical","Do you think that a wealthy business man would make a good president?","Yes","No",0,0,0,"","","","2016-07-14T01:38:11.560Z","2016-07-14T01:38:11.560Z"
"kebpq1numt","socialandpolitical","Is aquiring personal wealth more important than world peace?","Yes","No",0,0,0,"","","","2016-07-14T00:46:45.311Z","2016-07-14T00:46:45.311Z"
"kf4utfrvc5","environmental","Do you feel guilty if you waste food?","Yes","No",0,0,0,"The Food and Agriculture Organization (FAO) of the United Nations estimates that one-third of food produced for human consumption worldwide annually is never eaten.","National Geographic","http://news.nationalgeographic.com/news/2014/10/141013-food-waste-national-security-environment-science-ngfood/","2016-07-14T00:46:13.103Z","2016-07-14T00:46:13.103Z"
"kgdv6e7hr5","environmental","Do you think the USA should spend more money on saving the environment?","Yes","No",0,0,0,"","","","2016-07-14T01:37:44.596Z","2016-07-14T01:37:44.596Z"
"khl4s9gy3a","socialandpolitical","Do you believe that this election will go down in history as the worst election ever in US history?","Yes","No",0,0,0,"","","","2016-07-14T00:46:49.461Z","2016-07-14T00:46:49.461Z"
"ki7qhg5pj0","recreational","Do you use tabacco products when you drink?","Yes","No",0,0,0,"","","","2016-07-14T01:38:05.062Z","2016-07-14T01:38:05.062Z"
"kjcr15574p","financial","Do you think white men make more money than white women?","Yes","No",0,1,1,"","","","2016-07-14T00:46:29.167Z","2016-07-14T00:46:29.167Z"
"kjwp7nugof","socialandpolitical","Is aquiring personal wealth more important than finding a life partner?","Yes","No",0,0,0,"","","","2016-07-14T01:38:08.362Z","2016-07-14T01:38:08.362Z"
"klbslgmvqf","financial","Do you think politicians should be paid less?","Yes","No",0,0,0,"","","","2016-07-14T00:46:28.793Z","2016-07-14T00:46:28.793Z"
"klxixwq2kl","healthandsafety","Do you think you are safer swimming when a lifeguard is on duty?","safer","not safer",0,0,0,"According to the USLA, the chances of drowning while protected by guards trained to USLA standards is less than 1 in 18 million.","","","2016-07-14T00:46:36.524Z","2016-07-14T00:46:36.524Z"
"knkn8itdru","ethical","Have you ever had sex with a person to make another person jealous?","Yes","No",2,0,2,"","","","2016-07-14T00:46:23.400Z","2016-07-14T00:46:23.400Z"
"kpq5l21ks4","recreational","Do you play checkers?","Yes","No",0,0,0,"","","","2016-07-14T01:38:05.773Z","2016-07-14T01:38:05.773Z"
"krg5yk1qps","environmental","Is the U.S. is the world's largest consumer of energy?","TRUE","FALSE",0,0,0,"China has taken over the U.S. as both the worldäó»s largest CO2 emitter and the worldäó»s largest energy consumer.","Morris, Neil. 2010. Fossil Fuels.","http://facts.randomhistory.com/energy-facts.html","2016-07-14T01:37:42.768Z","2016-07-14T01:37:42.768Z"
"ksvwqhh7nh","ethical","Do you only date men that are taller than you?","Yes","No",0,0,0,"","","","2016-07-14T00:46:23.783Z","2016-07-14T00:46:23.783Z"
"kt2lb7i24t","ethical","Your boss gives you credit for a project on which a colleague did most of the work. Should you accept the praise?","Yes","No",0,0,0,"According to CNN/RealSimple.com, it's unfair for your colleague not to get the kudos he or she deserves. But you don't want to sell yourself too short, either. An appropriate response: ""Thanks, but while all of us worked hard, it was Evan who did the bulk of the work on the project.""","RealSimple.com","http://edition.cnn.com/2010/LIVING/wayoflife/03/10/rs.10.ethical.questions/","2016-07-14T01:37:48.325Z","2016-07-14T01:37:48.325Z"
"kvr3pprfi3","environmental","Do you think hydroelectric power is better than generating power from fossil fuels?","Yes","No",0,0,0,"The most powerful hydroelectric project in the world is Chinaäó»s Three Gorges Dam. The controversial and enormous power plant brings power to millions of Chinese citizens.","Morris, Neil. 2010. The Energy Mix","http://facts.randomhistory.com/energy-facts.html","2016-07-14T01:37:42.570Z","2016-07-14T01:37:42.570Z"
"kx1nvldsb2","financial","Do you think we should get rid of Social Security?","Yes","No",0,0,0,"35 percent of Americans over 65 years rely almost entirely on Social Security.","Debt.com","https://www.debt.com/solutions/money-management/facts-and-stats/personal-finance-statistics/","2016-07-14T00:46:27.986Z","2016-07-14T00:46:27.986Z"
"kx3b93i0vw","environmental","Do you know where your local garbage dump is?","Yes","No",0,0,0,"","","","2016-07-14T00:46:17.274Z","2016-07-14T00:46:17.274Z"
"ky52yx021w","financial","Would you say that you spend more money than you make?","Yes","No",0,0,0,"According to WalletHub, 19% of Americans spend more than they make.","WalletHub","","2016-07-14T00:46:24.483Z","2016-07-14T00:46:24.483Z"
"kypnqk6gwf","healthandsafety","Do you think men or women are more likely to die from drowning?","men","women",0,0,0,"The CDC reports nearly four times as many men as women drown each year in the U.S.","","","2016-07-14T01:38:01.565Z","2016-07-14T01:38:01.565Z"
"l0eayhriqs","ethical","Do people living in the present have more value than future persons?","Yes","No",0,0,0,"If weäó»re to deal with climate change and prevent the exhaustion of our planetäó»s non-renewable resources, we may be forced to scale back our civilization to ensure ongoing sustainability. But should people living in the here-and-now have to worry and make sacrifices for people who havenäó»t even been born yet?","io9. Gizmodo","http://io9.gizmodo.com/these-unresolved-ethical-questions-are-about-to-get-rea-512883836","2016-07-14T00:46:22.260Z","2016-07-14T00:46:22.260Z"
"l0ot4sugjn","ethical","Do you personally know someone who is Buddhist?","Yes","No",0,0,0,"According to a Pew Research Center study, roughly one-in-four American adults or fewer say they know a Buddhist (23%) or Hindu (22%); these groups each account for roughly 1% or less of the overall population.","Pew Research Center","http://www.pewforum.org/2014/07/16/how-americans-feel-about-religious-groups/","2016-07-14T00:46:21.381Z","2016-07-14T00:46:21.381Z"
"l31i1ylcsc","recreational","Do you like to play guitar for fun?","Yes","No",0,0,0,"","","","2016-07-14T00:46:40.474Z","2016-07-14T00:46:40.474Z"
"l3uj6t87je","financial","Do you think politicians should be paid more?","Yes","No",0,0,0,"","","","2016-07-14T01:37:55.885Z","2016-07-14T01:37:55.885Z"
"l6de6pfdlf","socialandpolitical","Do you think we will ever get out of our national debt?","Yes","No",0,0,0,"","","","2016-07-14T01:38:09.924Z","2016-07-14T01:38:09.924Z"
"l8364r56qo","healthandsafety","Do you think men or women are at greater risk of being victims of violent crime?","Men","Women",0,0,0,"","","","2016-07-14T00:46:31.147Z","2016-07-14T00:46:31.147Z"
"l93f4gfe3h","healthandsafety","Do you think that foods labels ""Natural"" are inherently better for you?","Yes","No",0,0,0,"According to a 2014 Harris Poll, 62% of adults think that the word ""Natural"" on a label means the food is healthier, even though the term is not FDA regulated.","","","2016-07-14T00:46:35.406Z","2016-07-14T00:46:35.406Z"
"l9p493uxe9","socialandpolitical","Would you date someone for your own political or professional gain?","Yes","No",0,0,0,"","","","2016-07-14T01:38:09.065Z","2016-07-14T01:38:09.065Z"
"lbpr2ds8no","financial","Do you think NBA players should make more money?","Yes","No",0,0,0,"","","","2016-07-14T01:37:55.619Z","2016-07-14T01:37:55.619Z"
"lgbcyiyjgu","healthandsafety","Do you think pool and water drownings are on the rise or on the decline?","rise","decline",0,0,0,"According to the CDC 2010, there was a 40% rise in pool and natural water drownings among men.","","","2016-07-14T00:46:36.315Z","2016-07-14T00:46:36.315Z"
"lh948h2hoh","recreational","Do you think open relationships are healthy?","Yes","No",0,0,0,"","","","2016-07-14T00:46:41.478Z","2016-07-14T00:46:41.478Z"
"lihb5djacx","socialandpolitical","Do you have a mentally challenged relative?","Yes","No",0,0,0,"","","","2016-07-14T00:46:46.637Z","2016-07-14T00:46:46.637Z"
"ljyvg0ll0l","socialandpolitical","Would you leave the  USA if Donald Trump was elected President ?","Yes","No",0,0,0,"","","","2016-07-14T01:38:11.422Z","2016-07-14T01:38:11.422Z"
"llk2bxlvbl","ethical","Have you ever lied on a resume or in a job interview?","Yes","No",0,0,0,"According to the Statistic Brain Research Institute, 31% of people admit to lying on their resumes.","Statistic Brain Research Institute","http://www.statisticbrain.com/lying-statistics/","2016-07-14T01:37:47.174Z","2016-07-14T01:37:47.174Z"
"ln6xdgq26n","socialandpolitical","Do you own a gun?","Yes","No",0,1,1,"","","","2016-07-14T01:38:09.319Z","2016-07-14T01:38:09.319Z"
"lnl4jjuxov","ethical","Is cheating on a take home test really cheating?","Yes","No",0,0,0,"","","","2016-07-14T01:37:49.663Z","2016-07-14T01:37:49.663Z"
"lpqjgpxve3","healthandsafety","Do you fear for your safety in your automobile during flooding events?","Yes","No",0,0,0,"","","","2016-07-14T01:37:59.900Z","2016-07-14T01:37:59.900Z"
"lqbul2dklq","healthandsafety","Do you drink at least 8 glasses of water per day?","Yes","No",0,0,0,"","","","2016-07-14T00:46:35.051Z","2016-07-14T00:46:35.051Z"
"lqol6m5tfi","healthandsafety","Do you worry about gun control?","Yes","No",1,0,1,"More people are killed in the U.S. by firearms every year than have been lost in both the Iraq and Afghanistan wars since they started.","","","2016-07-14T00:46:35.100Z","2016-07-14T00:46:35.100Z"
"lsvs4dc66j","recreational","If  it were affordable, would you go to outer space for a whole year?","Yes","No",0,0,0,"","","","2016-07-14T00:46:42.403Z","2016-07-14T00:46:42.403Z"
"lunod1qxxb","recreational","Have you ever been part of a softball league?","Yes","No",0,0,0,"","","","2016-07-14T01:38:03.367Z","2016-07-14T01:38:03.367Z"
"lv0v7ldp8d","ethical","Is it okay to fantasize about someone else when you are with your partner?","Yes","No",0,0,0,"According to CNN/RealSimple.com, any couples therapist would say that fantasies are normal, but they can become problematic if they are the only way a person can achieve intimacy with his or her spouse -- or, of course, if they lead to actual infidelity.","RealSimple.com","http://edition.cnn.com/2010/LIVING/wayoflife/03/10/rs.10.ethical.questions/","2016-07-14T01:37:48.370Z","2016-07-14T01:37:48.370Z"
"lv40yyks0o","environmental","Do you mind spending more money on energy efficient light bulbs for your home?","Yes","No",0,0,0,"Lighting currently accounts for about 20% of U.S. electricity consumption.","Sherwin, Elton B. 2010. Addiction to Energy: A Venture Capitalistäó»s Perspective on How to Save Our Economy and Our Climate.","http://facts.randomhistory.com/energy-facts.html","2016-07-14T00:46:15.743Z","2016-07-14T00:46:15.743Z"
